Order ID,Order Date,Ship Date,Customer Name,Country,City,State,Category,Product Name,Sales,Quantity,Profit
CA-2020-110457,02-03-2020,06-03-2020,Dave Kipp,United States,Seattle,Washington,Tables,Hon Racetrack Conference Tables,787.53,3,165.38
US-2022-107272,06-11-2022,13-11-2022,Troy Staebel,United States,Phoenix,Arizona,Binders,"Avery Durable Slant Ring Binders, No Labels",2.39,2,-1.83
US-2022-107272,06-11-2022,13-11-2022,Troy Staebel,United States,Phoenix,Arizona,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.99,7,30.5
US-2021-125969,07-11-2021,11-11-2021,Lindsay Shagiari,United States,Los Angeles,California,Chairs,"Global Task Chair, Black",81.42,2,-9.16
US-2021-125969,07-11-2021,11-11-2021,Lindsay Shagiari,United States,Los Angeles,California,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,26.24
CA-2021-145583,14-10-2021,20-10-2021,Lena Creighton,United States,Roseville,California,Paper,Xerox 195,20.04,3,9.62
CA-2021-145583,14-10-2021,20-10-2021,Lena Creighton,United States,Roseville,California,Paper,Xerox 1880,35.44,1,16.66
CA-2021-145583,14-10-2021,20-10-2021,Lena Creighton,United States,Roseville,California,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,3.46
CA-2021-145583,14-10-2021,20-10-2021,Lena Creighton,United States,Roseville,California,Fasteners,Ideal Clamps,4.02,2,1.97
CA-2021-145583,14-10-2021,20-10-2021,Lena Creighton,United States,Roseville,California,Binders,GBC Wire Binding Strips,76.18,3,26.66
CA-2021-145583,14-10-2021,20-10-2021,Lena Creighton,United States,Roseville,California,Supplies,Fiskars Softgrip Scissors,65.88,6,18.45
CA-2021-145583,14-10-2021,20-10-2021,Lena Creighton,United States,Roseville,California,Furnishings,Longer-Life Soft White Bulbs,43.12,14,20.7
CA-2022-106180,19-09-2022,24-09-2022,Sally Hughsby,United States,San Francisco,California,Art,Newell 343,8.82,3,2.38
CA-2022-106180,19-09-2022,24-09-2022,Sally Hughsby,United States,San Francisco,California,Envelopes,Convenience Packs of Business Envelopes,10.86,3,5.1
CA-2022-106180,19-09-2022,24-09-2022,Sally Hughsby,United States,San Francisco,California,Paper,Xerox 1911,143.7,3,68.98
CA-2020-110744,07-09-2020,12-09-2020,Helen Andreada,United States,Pasadena,California,Storage,Safco Industrial Wire Shelving,671.93,7,20.16
CA-2021-158834,14-03-2021,17-03-2021,Tamara Willingham,United States,Scottsdale,Arizona,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,17.77
CA-2021-158834,14-03-2021,17-03-2021,Tamara Willingham,United States,Scottsdale,Arizona,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.18,2,15.24
CA-2020-124919,31-05-2020,02-06-2020,Stephanie Phelps,United States,San Jose,California,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,26.27
CA-2020-124919,31-05-2020,02-06-2020,Stephanie Phelps,United States,San Jose,California,Paper,Xerox 1883,105.52,4,48.54
CA-2020-124919,31-05-2020,02-06-2020,Stephanie Phelps,United States,San Jose,California,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,21.03
CA-2020-118948,28-05-2020,03-06-2020,Neil Knudson,United States,Seattle,Washington,Art,Newell 311,6.63,3,1.79
CA-2019-104269,01-03-2019,06-03-2019,Dave Brooks,United States,Seattle,Washington,Chairs,Global Deluxe High-Back Manager's Chair,457.57,2,51.48
CA-2021-162733,12-05-2021,13-05-2021,Ted Trevino,United States,Los Angeles,California,Paper,Xerox 1920,5.98,1,2.69
CA-2021-154508,17-11-2021,21-11-2021,Ruben Dartt,United States,Carlsbad,New Mexico,Envelopes,Staples,28.4,5,13.35
CA-2021-113817,08-11-2021,12-11-2021,Max Jones,United States,Seattle,Washington,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,9.69
CA-2019-118962,05-08-2019,09-08-2019,Chad Sievert,United States,Los Angeles,California,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",20.94,3,9.84
CA-2019-118962,05-08-2019,09-08-2019,Chad Sievert,United States,Los Angeles,California,Paper,Xerox 1913,110.96,2,53.26
CA-2019-118962,05-08-2019,09-08-2019,Chad Sievert,United States,Los Angeles,California,Chairs,"Global Value Steno Chair, Gray",340.14,7,21.26
CA-2019-123260,26-08-2019,30-08-2019,Frank Merwin,United States,Los Angeles,California,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,8,22.98
CA-2020-131457,31-10-2020,06-11-2020,Mary Zewe,United States,Redlands,California,Envelopes,Poly String Tie Envelopes,14.28,7,6.71
CA-2019-133690,03-08-2019,05-08-2019,Bruce Stewart,United States,Denver,Colorado,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,-161.88
CA-2019-133690,03-08-2019,05-08-2019,Bruce Stewart,United States,Denver,Colorado,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.29
CA-2022-108329,10-12-2022,15-12-2022,Laurel Elliston,United States,Whittier,California,Phones,Nortel Business Series Terminal T7208 Digital phone,444.77,4,44.48
CA-2021-130162,29-10-2021,02-11-2021,Jonathan Howell,United States,Los Angeles,California,Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,26.06
CA-2021-130162,29-10-2021,02-11-2021,Jonathan Howell,United States,Los Angeles,California,Phones,Adtran 1202752G1,302.38,3,22.68
CA-2022-160514,13-11-2022,17-11-2022,David Bremer,United States,Santa Clara,California,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2,4.75
CA-2021-154739,11-12-2021,16-12-2021,Logan Haushalter,United States,San Francisco,California,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.57,2,28.14
CA-2021-145625,12-09-2021,18-09-2021,Kelly Collister,United States,San Diego,California,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,3.58
CA-2021-145625,12-09-2021,18-09-2021,Kelly Collister,United States,San Diego,California,Accessories,Logitech P710e Mobile Speakerphone,3347.37,13,636
CA-2020-155040,10-11-2020,15-11-2020,Alan Hwang,United States,Brentwood,California,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2,35.16
CA-2022-163979,29-12-2022,03-01-2015,Kristen Hastings,United States,San Francisco,California,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,210.49
CA-2020-155334,30-07-2020,31-07-2020,Helen Andreada,United States,San Francisco,California,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93,7,92.37
CA-2020-155334,30-07-2020,31-07-2020,Helen Andreada,United States,San Francisco,California,Furnishings,Regeneration Desk Collection,5.28,3,2.32
CA-2020-155334,30-07-2020,31-07-2020,Helen Andreada,United States,San Francisco,California,Binders,Presstex Flexible Ring Binders,10.92,3,4.1
CA-2022-118136,17-09-2022,18-09-2022,Barry Blumstein,United States,Inglewood,California,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,4.06
CA-2022-118136,17-09-2022,18-09-2022,Barry Blumstein,United States,Inglewood,California,Art,Newell 330,5.98,1,1.55
CA-2020-130890,02-11-2020,06-11-2020,Jas O'Carroll,United States,Los Angeles,California,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,51.94
CA-2020-130883,26-09-2020,02-10-2020,Tracy Blumstein,United States,Portland,Oregon,Paper,Staples,141.76,5,47.84
CA-2020-130883,26-09-2020,02-10-2020,Tracy Blumstein,United States,Portland,Oregon,Accessories,Microsoft Arc Touch Mouse,239.8,5,47.96
CA-2020-130883,26-09-2020,02-10-2020,Tracy Blumstein,United States,Portland,Oregon,Paper,Xerox 216,31.1,6,10.89
CA-2019-111451,26-12-2019,28-12-2019,Kelly Lampkin,United States,Colorado Springs,Colorado,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.42,8,78.86
CA-2019-111451,26-12-2019,28-12-2019,Kelly Lampkin,United States,Colorado Springs,Colorado,Chairs,Global Deluxe Office Fabric Chairs,230.35,3,20.16
CA-2019-111451,26-12-2019,28-12-2019,Kelly Lampkin,United States,Colorado Springs,Colorado,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.35,3,-24.56
CA-2019-111451,26-12-2019,28-12-2019,Kelly Lampkin,United States,Colorado Springs,Colorado,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,-62.88
CA-2019-111451,26-12-2019,28-12-2019,Kelly Lampkin,United States,Colorado Springs,Colorado,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.55,3,9.3
CA-2021-142902,13-09-2021,15-09-2021,Ben Peterman,United States,Arvada,Colorado,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.14,4,3.59
CA-2021-142902,13-09-2021,15-09-2021,Ben Peterman,United States,Arvada,Colorado,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.77,2,52.51
CA-2021-142902,13-09-2021,15-09-2021,Ben Peterman,United States,Arvada,Colorado,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.23,1,1.71
CA-2021-142902,13-09-2021,15-09-2021,Ben Peterman,United States,Arvada,Colorado,Labels,Avery 509,6.26,3,2.04
CA-2019-156601,19-09-2019,24-09-2019,Frank Atkinson,United States,Long Beach,California,Fasteners,OIC Binder Clips,7.16,2,3.58
CA-2021-162138,24-04-2021,28-04-2021,Grace Kelly,United States,Hesperia,California,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,81.74
CA-2021-162138,24-04-2021,28-04-2021,Grace Kelly,United States,Hesperia,California,Accessories,Logitech Wireless Headset h800,99.99,1,35
CA-2020-137946,01-09-2020,04-09-2020,Doug Bickford,United States,Los Angeles,California,Binders,Storex Dura Pro Binders,4.75,1,1.6
CA-2020-137946,01-09-2020,04-09-2020,Doug Bickford,United States,Los Angeles,California,Copiers,Hewlett Packard LaserJet 3310 Copier,959.98,2,335.99
CA-2020-137946,01-09-2020,04-09-2020,Doug Bickford,United States,Los Angeles,California,Binders,Avery Non-Stick Binders,14.37,4,4.49
CA-2019-129924,12-07-2019,17-07-2019,Alyssa Crouse,United States,San Francisco,California,Binders,Tuff Stuff Recycled Round Ring Binders,7.71,2,2.8
CA-2019-129924,12-07-2019,17-07-2019,Alyssa Crouse,United States,San Francisco,California,Tables,Hon 5100 Series Wood Tables,698.35,3,-17.46
CA-2020-128167,22-06-2020,26-06-2020,Ken Lonsdale,United States,Layton,Utah,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,2.33
CA-2022-169901,16-06-2022,20-06-2022,Clay Cheatham,United States,San Francisco,California,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.98,3,4.8
CA-2019-123344,24-09-2019,29-09-2019,Julia Dunbar,United States,San Francisco,California,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,8.48
US-2019-119137,23-07-2019,27-07-2019,Arthur Gainer,United States,Tucson,Arizona,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,5,-5.71
US-2019-119137,23-07-2019,27-07-2019,Arthur Gainer,United States,Tucson,Arizona,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.94,8,179.19
US-2019-119137,23-07-2019,27-07-2019,Arthur Gainer,United States,Tucson,Arizona,Art,Newell 324,9.24,1,0.92
US-2019-119137,23-07-2019,27-07-2019,Arthur Gainer,United States,Tucson,Arizona,Accessories,Microsoft Natural Keyboard Elite,479.04,10,-29.94
CA-2021-134775,29-10-2021,30-10-2021,Alejandro Savely,United States,San Francisco,California,Paper,Southworth Structures Collection,50.96,7,25.48
CA-2021-134775,29-10-2021,30-10-2021,Alejandro Savely,United States,San Francisco,California,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.54,3,17.34
US-2019-135972,21-09-2019,23-09-2019,Jack Garza,United States,Des Moines,Washington,Phones,Nortel Meridian M3904 Professional Digital phone,246.38,2,27.72
US-2019-135972,21-09-2019,23-09-2019,Jack Garza,United States,Des Moines,Washington,Copiers,Canon PC1080F Personal Copier,1799.97,3,701.99
CA-2022-102946,01-07-2022,06-07-2022,Victor Preis,United States,Las Vegas,Nevada,Binders,Tuf-Vin Binders,75.79,3,25.58
CA-2022-117457,09-12-2022,13-12-2022,Keith Herrera,United States,San Francisco,California,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5,37.79
CA-2022-117457,09-12-2022,13-12-2022,Keith Herrera,United States,San Francisco,California,Copiers,Sharp AL-1530CS Digital Copier,1199.98,3,434.99
CA-2022-117457,09-12-2022,13-12-2022,Keith Herrera,United States,San Francisco,California,Paper,"Wirebound Message Book, 4 per Page",27.15,5,13.3
CA-2022-117457,09-12-2022,13-12-2022,Keith Herrera,United States,San Francisco,California,Tables,"Bevis Round Conference Table Top, X-Base",1004.02,7,-112.95
CA-2022-117457,09-12-2022,13-12-2022,Keith Herrera,United States,San Francisco,California,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,1,4.65
CA-2022-117457,09-12-2022,13-12-2022,Keith Herrera,United States,San Francisco,California,Labels,Self-Adhesive Removable Labels,28.35,9,13.61
CA-2022-117457,09-12-2022,13-12-2022,Keith Herrera,United States,San Francisco,California,Paper,Xerox 1908,55.98,1,27.43
CA-2022-117457,09-12-2022,13-12-2022,Keith Herrera,United States,San Francisco,California,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.83,13,31.45
CA-2022-117457,09-12-2022,13-12-2022,Keith Herrera,United States,San Francisco,California,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.57,2,-18.45
CA-2022-142636,04-11-2022,08-11-2022,Kimberly Carter,United States,Seattle,Washington,Paper,Xerox 191,139.86,7,65.73
CA-2022-142636,04-11-2022,08-11-2022,Kimberly Carter,United States,Seattle,Washington,Chairs,Global Deluxe Office Fabric Chairs,307.14,4,26.87
CA-2022-122105,25-06-2022,29-06-2022,Caroline Jumper,United States,Huntington Beach,California,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,8,25.9
CA-2021-148796,15-04-2021,19-04-2021,Philip Brown,United States,Los Angeles,California,Chairs,Bevis Steel Folding Chairs,383.8,5,38.38
CA-2022-110478,05-03-2022,10-03-2022,Sung Pak,United States,Los Angeles,California,Art,American Pencil,9.32,4,2.7
CA-2022-110478,05-03-2022,10-03-2022,Sung Pak,United States,Los Angeles,California,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,1,7.02
CA-2019-142048,22-06-2019,25-06-2019,Joel Eaton,United States,Louisville,Colorado,Accessories,KeyTronic 6101 Series - Keyboard - Black,196.75,6,56.57
US-2019-110674,13-02-2019,19-02-2019,Sanjit Chand,United States,Concord,California,Chairs,"Global Geo Office Task Chair, Gray",129.57,2,-24.29
CA-2020-109638,15-12-2020,22-12-2020,Joseph Holt,United States,Seattle,Washington,Appliances,3M Office Air Cleaner,103.92,4,36.37
CA-2020-109638,15-12-2020,22-12-2020,Joseph Holt,United States,Seattle,Washington,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9,377.96
CA-2020-109638,15-12-2020,22-12-2020,Joseph Holt,United States,Seattle,Washington,Binders,Acco D-Ring Binder w/DublLock,51.31,3,18.6
CA-2021-109869,23-04-2021,30-04-2021,Tanja Norvell,United States,Phoenix,Arizona,Furnishings,Eldon Wave Desk Accessories,23.56,5,7.07
CA-2021-109869,23-04-2021,30-04-2021,Tanja Norvell,United States,Phoenix,Arizona,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,-814.48
CA-2021-109869,23-04-2021,30-04-2021,Tanja Norvell,United States,Phoenix,Arizona,Binders,Poly Designer Cover & Back,28.49,5,-20.89
CA-2021-109869,23-04-2021,30-04-2021,Tanja Norvell,United States,Phoenix,Arizona,Supplies,Premier Electric Letter Opener,185.38,2,-34.76
CA-2021-109869,23-04-2021,30-04-2021,Tanja Norvell,United States,Phoenix,Arizona,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.27,2,5.87
CA-2019-144666,09-11-2019,11-11-2019,Jeremy Pistek,United States,San Francisco,California,Storage,SAFCO Boltless Steel Shelving,340.92,3,3.41
CA-2019-144666,09-11-2019,11-11-2019,Jeremy Pistek,United States,San Francisco,California,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.67,2,10.48
CA-2019-144666,09-11-2019,11-11-2019,Jeremy Pistek,United States,San Francisco,California,Phones,Samsung Galaxy Note 3,703.97,4,88
CA-2019-144666,09-11-2019,11-11-2019,Jeremy Pistek,United States,San Francisco,California,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,24.98
CA-2019-144666,09-11-2019,11-11-2019,Jeremy Pistek,United States,San Francisco,California,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,7,28.82
CA-2019-144666,09-11-2019,11-11-2019,Jeremy Pistek,United States,San Francisco,California,Paper,Xerox 1912,94.85,5,45.53
CA-2021-103891,13-07-2021,20-07-2021,Kristen Hastings,United States,Los Angeles,California,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,6,7.18
CA-2019-134677,06-10-2019,10-10-2019,Xylona Preis,United States,San Diego,California,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09,3,1.91
CA-2022-140963,11-06-2022,14-06-2022,Michelle Tran,United States,Los Angeles,California,Labels,Alphabetical Labels for Top Tab Filing,29.6,2,14.8
CA-2022-140963,11-06-2022,14-06-2022,Michelle Tran,United States,Los Angeles,California,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.17,5,-30.25
CA-2022-140963,11-06-2022,14-06-2022,Michelle Tran,United States,Los Angeles,California,Phones,iHome FM Clock Radio with Lightning Dock,279.96,5,17.5
CA-2021-169166,10-05-2021,15-05-2021,Sonia Sunley,United States,Seattle,Washington,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,2,13.16
CA-2021-126158,26-07-2021,01-08-2021,Sanjit Chand,United States,Costa Mesa,California,Binders,Clear Mylar Reinforcing Strips,119.62,8,40.37
CA-2021-126158,26-07-2021,01-08-2021,Sanjit Chand,United States,Costa Mesa,California,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4,81.84
CA-2021-126158,26-07-2021,01-08-2021,Sanjit Chand,United States,Costa Mesa,California,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.57,2,18.12
CA-2021-126158,26-07-2021,01-08-2021,Sanjit Chand,United States,Costa Mesa,California,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,9,22.87
US-2021-105578,31-05-2021,05-06-2021,Maribeth Yedwab,United States,Parker,Colorado,Binders,Vinyl Sectional Post Binders,22.62,2,-15.08
US-2021-105578,31-05-2021,05-06-2021,Maribeth Yedwab,United States,Parker,Colorado,Binders,GBC Standard Therm-A-Bind Covers,14.95,2,-11.96
US-2021-105578,31-05-2021,05-06-2021,Maribeth Yedwab,United States,Parker,Colorado,Chairs,Global Troy Executive Leather Low-Back Tilter,801.57,2,50.1
US-2021-105578,31-05-2021,05-06-2021,Maribeth Yedwab,United States,Parker,Colorado,Binders,Storex Flexible Poly Binders with Double Pockets,2.38,3,-1.9
US-2021-105578,31-05-2021,05-06-2021,Maribeth Yedwab,United States,Parker,Colorado,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.79,1,11.89
CA-2022-163405,22-12-2022,26-12-2022,Bradley Nguyen,United States,Los Angeles,California,Art,Newell 327,6.63,3,1.79
CA-2022-163405,22-12-2022,26-12-2022,Bradley Nguyen,United States,Los Angeles,California,Art,Newell 317,5.88,2,1.71
CA-2022-127432,23-01-2022,28-01-2022,Alan Dominguez,United States,Great Falls,Montana,Copiers,Canon Image Class D660 Copier,2999.95,5,1379.98
CA-2022-127432,23-01-2022,28-01-2022,Alan Dominguez,United States,Great Falls,Montana,Storage,Advantus Rolling Storage Box,51.45,3,13.89
CA-2022-127432,23-01-2022,28-01-2022,Alan Dominguez,United States,Great Falls,Montana,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96,2,5.38
CA-2022-127432,23-01-2022,28-01-2022,Alan Dominguez,United States,Great Falls,Montana,Storage,Tennsco Single-Tier Lockers,1126.02,3,56.3
US-2021-139486,22-05-2021,24-05-2021,Logan Haushalter,United States,Los Angeles,California,Phones,Motorola HK250 Universal Bluetooth Headset,55.18,3,-12.41
US-2021-139486,22-05-2021,24-05-2021,Logan Haushalter,United States,Los Angeles,California,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.26,2,27.17
CA-2020-102848,07-11-2020,09-11-2020,Karen Bern,United States,Los Angeles,California,Chairs,Safco Contoured Stacking Chairs,190.72,1,11.92
US-2022-129441,08-09-2022,12-09-2022,Jasper Cacioppo,United States,Los Angeles,California,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3,2.4
CA-2021-126613,11-07-2021,17-07-2021,Allen Armold,United States,Mesa,Arizona,Storage,Sterilite Officeware Hinged File Box,16.77,2,1.47
CA-2021-136924,15-07-2021,18-07-2021,Erin Smith,United States,Tucson,Arizona,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.86,8,38.09
CA-2021-136406,16-04-2021,18-04-2021,Bill Donatelli,United States,San Francisco,California,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.57,2,0
CA-2022-100650,30-06-2022,04-07-2022,Dean Katz,United States,Anaheim,California,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,2,310.99
CA-2021-113243,11-06-2021,16-06-2021,Olvera Toch,United States,Los Angeles,California,Labels,Avery 473,20.7,2,9.94
CA-2021-113243,11-06-2021,16-06-2021,Olvera Toch,United States,Los Angeles,California,Tables,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,1335.68,4,-217.05
